n,j,u[n][j],exact,error
66,9,0.024496,0.022824,6.822983
66,10,0.000000,0.000000,0.000000
67,0,0.000000,0.000000,0.000000
67,1,0.023573,0.021941,6.922818
67,2,0.044838,0.041734,6.922778
67,3,0.061714,0.057441,6.922750
67,4,0.072549,0.067526,6.922731
67,5,0.076282,0.071002,6.922719
67,6,0.072549,0.067526,6.922710
67,7,0.061714,0.057441,6.922705
67,8,0.044838,0.041734,6.922701
67,9,0.023573,0.021941,6.922699
67,10,0.000000,0.000000,0.000000
68,0,0.000000,0.000000,0.000000
68,1,0.022684,0.021091,7.022432
68,2,0.043148,0.040118,7.022391
68,3,0.059388,0.055218,7.022362
68,4,0.069815,0.064913,7.022342
68,5,0.073408,0.068253,7.022329
68,6,0.069815,0.064913,7.022320
68,7,0.059388,0.055218,7.022315
68,8,0.043148,0.040118,7.022311
68,9,0.022684,0.021091,7.022309
68,10,0.000000,0.000000,0.000000
69,0,0.000000,0.000000,0.000000
69,1,0.021830,0.020275,7.121941
69,2,0.041522,0.038565,7.121897
69,3,0.057151,0.053080,7.121867
69,4,0.067185,0.062400,7.121847
69,5,0.070642,0.065611,7.121833
69,6,0.067185,0.062400,7.121824
69,7,0.057151,0.053080,7.121818
69,8,0.041522,0.038565,7.121814
69,9,0.021830,0.020275,7.121812
69,10,0.000000,0.000000,0.000000
70,0,0.000000,0.000000,0.000000
70,1,0.021007,0.019490,7.221343
70,2,0.039958,0.037072,7.221298
70,3,0.054997,0.051026,7.221266
70,4,0.064653,0.059984,7.221245
70,5,0.067980,0.063071,7.221231
70,6,0.064653,0.059984,7.221221
70,7,0.054997,0.051026,7.221215
70,8,0.039958,0.037072,7.221211
70,9,0.021007,0.019490,7.221209
70,10,0.000000,0.000000,0.000000
71,0,0.000000,0.000000,0.000000
71,1,0.020216,0.018736,7.320639
71,2,0.038452,0.035637,7.320592
71,3,0.052925,0.049051,7.320559
71,4,0.062217,0.057662,7.320537
71,5,0.065419,0.060630,7.320522
71,6,0.062217,0.057662,7.320512
71,7,0.052925,0.049051,7.320506
71,8,0.038452,0.035637,7.320502
71,9,0.020216,0.018736,7.320499
71,10,0.000000,0.000000,0.000000
72,0,0.000000,0.000000,0.000000
72,1,0.019454,0.018010,7.419829
72,2,0.037003,0.034258,7.419780
72,3,0.050931,0.047152,7.419746
72,4,0.059873,0.055430,7.419723
72,5,0.062954,0.058283,7.419707
72,6,0.059873,0.055430,7.419697
72,7,0.050931,0.047152,7.419690
72,8,0.037003,0.034258,7.419686
72,9,0.019454,0.018010,7.419684
72,10,0.000000,0.000000,0.000000
73,0,0.000000,0.000000,0.000000
73,1,0.018721,0.017313,7.518913
73,2,0.035609,0.032932,7.518862
73,3,0.049012,0.045327,7.518827
73,4,0.057617,0.053285,7.518802
73,5,0.060582,0.056027,7.518786
73,6,0.057617,0.053285,7.518776
73,7,0.049012,0.045327,7.518769
73,8,0.035609,0.032932,7.518764
73,9,0.018721,0.017313,7.518762
73,10,0.000000,0.000000,0.000000
74,0,0.000000,0.000000,0.000000
74,1,0.018015,0.016643,7.617891
74,2,0.034267,0.031657,7.617838
74,3,0.047165,0.043572,7.617801
74,4,0.055446,0.051222,7.617776
74,5,0.058299,0.053858,7.617760
74,6,0.055446,0.051222,7.617748
74,7,0.047165,0.043572,7.617741
74,8,0.034267,0.031657,7.617736
74,9,0.018015,0.016643,7.617734
74,10,0.000000,0.000000,0.000000
75,0,0.000000,0.000000,0.000000
75,1,0.017337,0.015999,7.716764
75,2,0.032976,0.030432,7.716709
75,3,0.045388,0.041885,7.716671
75,4,0.053357,0.049239,7.716644
75,5,0.056102,0.051773,7.716627
75,6,0.053357,0.049239,7.716615
75,7,0.045388,0.041885,7.716608
75,8,0.032976,0.030432,7.716603
75,9,0.017337,0.015999,7.716600
75,10,0.000000,0.000000,0.000000
76,0,0.000000,0.000000,0.000000
76,1,0.016683,0.015380,7.815531
76,2,0.031734,0.029254,7.815474
76,3,0.043678,0.040264,7.815434
76,4,0.051346,0.047333,7.815407
76,5,0.053989,0.049769,7.815389
76,6,0.051346,0.047333,7.815377
76,7,0.043678,0.040264,7.815369
76,8,0.031734,0.029254,7.815364
76,9,0.016683,0.015380,7.815361
76,10,0.000000,0.000000,0.000000
77,0,0.000000,0.000000,0.000000
77,1,0.016055,0.014784,7.914193
77,2,0.030538,0.028121,7.914134
77,3,0.042032,0.038706,7.914092
77,4,0.049412,0.045501,7.914064
77,5,0.051954,0.047843,7.914045
77,6,0.049411,0.045501,7.914032
77,7,0.042032,0.038706,7.914024
77,8,0.030538,0.028121,7.914019
77,9,0.016055,0.014784,7.914016
77,10,0.000000,0.000000,0.000000
78,0,0.000000,0.000000,0.000000
78,1,0.015450,0.014212,8.012750
78,2,0.029387,0.027033,8.012688
78,3,0.040448,0.037207,8.012645
78,4,0.047550,0.043740,8.012615
78,5,0.049997,0.045991,8.012596
78,6,0.047550,0.043740,8.012582
78,7,0.040448,0.037207,8.012574
78,8,0.029387,0.027033,8.012568
78,9,0.015450,0.014212,8.012565
78,10,0.000000,0.000000,0.000000
79,0,0.000000,0.000000,0.000000
79,1,0.014868,0.013662,8.111202
79,2,0.028280,0.025986,8.111137
79,3,0.038924,0.035767,8.111092
79,4,0.045758,0.042047,8.111062
79,5,0.048113,0.044210,8.111041
79,6,0.045758,0.042047,8.111027
79,7,0.038924,0.035767,8.111018
79,8,0.028280,0.025986,8.111013
79,9,0.014868,0.013662,8.111010
79,10,0.000000,0.000000,0.000000
80,0,0.000000,0.000000,0.000000
80,1,0.014308,0.013133,8.209549
80,2,0.027214,0.024980,8.209482
80,3,0.037458,0.034382,8.209435
80,4,0.044034,0.040419,8.209403
80,5,0.046300,0.042499,8.209381
80,6,0.044034,0.040419,8.209367
80,7,0.037457,0.034382,8.209358
80,8,0.027214,0.024980,8.209352
80,9,0.014307,0.013133,8.209349
80,10,0.000000,0.000000,0.000000
81,0,0.000000,0.000000,0.000000
81,1,0.013768,0.012625,8.307790
81,2,0.026189,0.024013,8.307721
81,3,0.036046,0.033052,8.307672
81,4,0.042375,0.038854,8.307639
81,5,0.044555,0.040854,8.307616
81,6,0.042375,0.038854,8.307602
81,7,0.036046,0.033052,8.307592
81,8,0.026189,0.024013,8.307586
81,9,0.013768,0.012625,8.307582
81,10,0.000000,0.000000,0.000000
82,0,0.000000,0.000000,0.000000
82,1,0.013250,0.012136,8.405928
82,2,0.025202,0.023084,8.405855
82,3,0.034688,0.031772,8.405804
82,4,0.040778,0.037350,8.405770
82,5,0.042877,0.039273,8.405747
82,6,0.040778,0.037350,8.405731
82,7,0.034688,0.031772,8.405721
82,8,0.025202,0.023084,8.405715
82,9,0.013250,0.012136,8.405711
82,10,0.000000,0.000000,0.000000
83,0,0.000000,0.000000,0.000000
83,1,0.012750,0.011666,8.503960
83,2,0.024253,0.022190,8.503885
83,3,0.033381,0.030542,8.503832
83,4,0.039242,0.035905,8.503796
83,5,0.041261,0.037752,8.503772
83,6,0.039242,0.035905,8.503756
83,7,0.033381,0.030542,8.503745
83,8,0.024253,0.022190,8.503739
83,9,0.012750,0.011666,8.503735
83,10,0.000000,0.000000,0.000000
84,0,0.000000,0.000000,0.000000
84,1,0.012270,0.011215,8.601888
84,2,0.023339,0.021331,8.601810
84,3,0.032123,0.029360,8.601755
84,4,0.037763,0.034515,8.601717
84,5,0.039706,0.036291,8.601692
84,6,0.037763,0.034515,8.601676
84,7,0.032123,0.029360,8.601665
84,8,0.023339,0.021331,8.601658
84,9,0.012270,0.011215,8.601654
84,10,0.000000,0.000000,0.000000
85,0,0.000000,0.000000,0.000000
85,1,0.011808,0.010780,8.699712
85,2,0.022459,0.020506,8.699630
85,3,0.030913,0.028223,8.699573
85,4,0.036340,0.033179,8.699534
85,5,0.038210,0.034886,8.699508
85,6,0.036340,0.033179,8.699491
85,7,0.030913,0.028223,8.699479
85,8,0.022459,0.020506,8.699472
85,9,0.011808,0.010780,8.699468
85,10,0.000000,0.000000,0.000000
86,0,0.000000,0.000000,0.000000
86,1,0.011363,0.010363,8.797432
86,2,0.021613,0.019712,8.797347
86,3,0.029748,0.027131,8.797287
86,4,0.034971,0.031894,8.797247
86,5,0.036771,0.033536,8.797220
86,6,0.034971,0.031894,8.797202
86,7,0.029748,0.027131,8.797190
86,8,0.021613,0.019712,8.797182
86,9,0.011363,0.010363,8.797178
86,10,0.000000,0.000000,0.000000
87,0,0.000000,0.000000,0.000000
87,1,0.010935,0.009962,8.895047
87,2,0.020799,0.018949,8.894959
87,3,0.028627,0.026081,8.894897
87,4,0.033653,0.030660,8.894855
87,5,0.035385,0.032238,8.894827
87,6,0.033653,0.030660,8.894808
87,7,0.028627,0.026081,8.894796
87,8,0.020799,0.018949,8.894788
87,9,0.010935,0.009962,8.894783
87,10,0.000000,0.000000,0.000000
88,0,0.000000,0.000000,0.000000
88,1,0.010523,0.009576,8.992559
88,2,0.020015,0.018215,8.992467
88,3,0.027548,0.025071,8.992403
88,4,0.032385,0.029473,8.992359
88,5,0.034052,0.030990,8.992330
88,6,0.032385,0.029473,8.992310
88,7,0.027548,0.025071,8.992297
88,8,0.020015,0.018215,8.992289
88,9,0.010523,0.009576,8.992284
88,10,0.000000,0.000000,0.000000
89,0,0.000000,0.000000,0.000000
89,1,0.010126,0.009206,9.089966
89,2,0.019261,0.017510,9.089871
89,3,0.026510,0.024101,9.089804
89,4,0.031165,0.028332,9.089759
89,5,0.032769,0.029790,9.089728
89,6,0.031165,0.028332,9.089708
89,7,0.026510,0.024101,9.089694
89,8,0.019261,0.017510,9.089686
89,9,0.010126,0.009206,9.089681
89,10,0.000000,0.000000,0.000000
90,0,0.000000,0.000000,0.000000
90,1,0.009745,0.008849,9.187270
90,2,0.018535,0.016832,9.187171
90,3,0.025512,0.023168,9.187102
90,4,0.029991,0.027235,9.187055
90,5,0.031534,0.028637,9.187023
90,6,0.029991,0.027235,9.187002
90,7,0.025512,0.023168,9.186988
90,8,0.018535,0.016832,9.186979
90,9,0.009745,0.008849,9.186974
90,10,0.000000,0.000000,0.000000
91,0,0.000000,0.000000,0.000000
91,1,0.009377,0.008507,9.284471
91,2,0.017837,0.016181,9.284368
91,3,0.024550,0.022271,9.284296
91,4,0.028861,0.026181,9.284247
91,5,0.030346,0.027528,9.284214
91,6,0.028861,0.026181,9.284191
91,7,0.024550,0.022271,9.284177
91,8,0.017837,0.016181,9.284168
91,9,0.009377,0.008507,9.284163
91,10,0.000000,0.000000,0.000000
92,0,0.000000,0.000000,0.000000
92,1,0.009024,0.008177,9.381568
92,2,0.017165,0.015554,9.381461
92,3,0.023625,0.021409,9.381386
92,4,0.027773,0.025168,9.381335
92,5,0.029202,0.026463,9.381300
92,6,0.027773,0.025168,9.381278
92,7,0.023625,0.021409,9.381262
92,8,0.017165,0.015554,9.381253
92,9,0.009024,0.008177,9.381248
92,10,0.000000,0.000000,0.000000
93,0,0.000000,0.000000,0.000000
93,1,0.008684,0.007861,9.478562
93,2,0.016518,0.014952,9.478451
93,3,0.022735,0.020580,9.478373
93,4,0.026727,0.024193,9.478319
93,5,0.028102,0.025438,9.478284
93,6,0.026727,0.024193,9.478260
93,7,0.022735,0.020580,9.478244
93,8,0.016518,0.014952,9.478234
93,9,0.008684,0.007861,9.478229
93,10,0.000000,0.000000,0.000000
94,0,0.000000,0.000000,0.000000
94,1,0.008357,0.007557,9.575453
94,2,0.015896,0.014374,9.575337
94,3,0.021878,0.019784,9.575256
94,4,0.025720,0.023257,9.575201
94,5,0.027043,0.024454,9.575163
94,6,0.025720,0.023257,9.575139
94,7,0.021878,0.019784,9.575122
94,8,0.015896,0.014374,9.575112
94,9,0.008357,0.007557,9.575106
94,10,0.000000,0.000000,0.000000
95,0,0.000000,0.000000,0.000000
95,1,0.008042,0.007264,9.672240
95,2,0.015297,0.013817,9.672120
95,3,0.021054,0.019018,9.672036
95,4,0.024751,0.022357,9.671978
95,5,0.026024,0.023507,9.671940
95,6,0.024750,0.022357,9.671914
95,7,0.021054,0.019018,9.671897
95,8,0.015297,0.013817,9.671886
95,9,0.008042,0.007264,9.671880
95,10,0.000000,0.000000,0.000000
96,0,0.000000,0.000000,0.000000
96,1,0.007739,0.006983,9.768925
96,2,0.014720,0.013282,9.768800
96,3,0.020261,0.018282,9.768712
96,4,0.023818,0.021491,9.768653
96,5,0.025044,0.022597,9.768613
96,6,0.023818,0.021491,9.768586
96,7,0.020261,0.018282,9.768568
96,8,0.014720,0.013282,9.768557
96,9,0.007739,0.006983,9.768551
96,10,0.000000,0.000000,0.000000
97,0,0.000000,0.000000,0.000000
97,1,0.007447,0.006713,9.865507
97,2,0.014166,0.012768,9.865377
97,3,0.019497,0.017574,9.865286
97,4,0.022920,0.020659,9.865224
97,5,0.024100,0.021723,9.865182
97,6,0.022920,0.020659,9.865155
97,7,0.019497,0.017574,9.865136
97,8,0.014166,0.012768,9.865125
97,9,0.007447,0.006713,9.865118
97,10,0.000000,0.000000,0.000000
98,0,0.000000,0.000000,0.000000
98,1,0.007167,0.006453,9.961987
98,2,0.013632,0.012274,9.961852
98,3,0.018763,0.016894,9.961757
98,4,0.022057,0.019860,9.961693
98,5,0.023192,0.020882,9.961649
98,6,0.022057,0.019860,9.961620
98,7,0.018763,0.016894,9.961601
98,8,0.013632,0.012274,9.961589
98,9,0.007167,0.006453,9.961583
98,10,0.000000,0.000000,0.000000
99,0,0.000000,0.000000,0.000000
99,1,0.006897,0.006203,10.058364
99,2,0.013118,0.011799,10.058223
99,3,0.018056,0.016240,10.058125
99,4,0.021226,0.019091,10.058058
99,5,0.022318,0.020073,10.058013
99,6,0.021226,0.019091,10.057983
99,7,0.018056,0.016240,10.057963
99,8,0.013118,0.011799,10.057951
99,9,0.006897,0.006203,10.057944
99,10,0.000000,0.000000,0.000000
100,0,0.000000,0.000000,0.000000
100,1,0.006637,0.005963,10.154638
100,2,0.012624,0.011342,10.154493
100,3,0.017375,0.015611,10.154390
100,4,0.020426,0.018352,10.154321
100,5,0.021477,0.019296,10.154274
100,6,0.020426,0.018352,10.154243
100,7,0.017375,0.015611,10.154222
100,8,0.012624,0.011342,10.154209
100,9,0.006637,0.005963,10.154202
100,10,0.000000,0.000000,0.000000
101,0,0.000000,0.000000,0.000000
101,1,0.006387,0.005732,10.250811
101,2,0.012148,0.010903,10.250659
101,3,0.016721,0.015007,10.250553
101,4,0.019656,0.017641,10.250481
101,5,0.020668,0.018549,10.250432
101,6,0.019656,0.017641,10.250400
101,7,0.016721,0.015007,10.250378
101,8,0.012148,0.010903,10.250365
101,9,0.006387,0.005732,10.250357
101,10,0.000000,0.000000,0.000000
102,0,0.000000,0.000000,0.000000
102,1,0.006146,0.005510,10.346881
102,2,0.011691,0.010481,10.346724
102,3,0.016091,0.014426,10.346614
102,4,0.018916,0.016959,10.346538
102,5,0.019889,0.017831,10.346488
102,6,0.018916,0.016959,10.346454
102,7,0.016091,0.014426,10.346432
102,8,0.011691,0.010481,10.346418
102,9,0.006146,0.005510,10.346410
102,10,0.000000,0.000000,0.000000
103,0,0.000000,0.000000,0.000000
103,1,0.005915,0.005297,10.442850
103,2,0.011250,0.010075,10.442686
103,3,0.015484,0.013867,10.442572
103,4,0.018203,0.016302,10.442494
103,5,0.019140,0.017141,10.442441
103,6,0.018203,0.016302,10.442406
103,7,0.015484,0.013867,10.442383
103,8,0.011250,0.010075,10.442368
103,9,0.005915,0.005297,10.442360
103,10,0.000000,0.000000,0.000000
104,0,0.000000,0.000000,0.000000
104,1,0.005692,0.005092,10.538717
104,2,0.010826,0.009685,10.538547
104,3,0.014901,0.013331,10.538428
104,4,0.017517,0.015671,10.538347
104,5,0.018419,0.016478,10.538292
104,6,0.017517,0.015671,10.538256
104,7,0.014901,0.013331,10.538231
104,8,0.010826,0.009685,10.538216
104,9,0.005692,0.005092,10.538208
104,10,0.000000,0.000000,0.000000
105,0,0.000000,0.000000,0.000000
105,1,0.005477,0.004895,10.634482
105,2,0.010418,0.009310,10.634306
105,3,0.014340,0.012815,10.634182
105,4,0.016857,0.015064,10.634097
105,5,0.017725,0.015840,10.634041
105,6,0.016857,0.015064,10.634003
105,7,0.014339,0.012815,10.633978
105,8,0.010418,0.009310,10.633962
105,9,0.005477,0.004895,10.633953
105,10,0.000000,0.000000,0.000000
106,0,0.000000,0.000000,0.000000
106,1,0.005271,0.004705,10.730145
106,2,0.010026,0.008950,10.729962
106,3,0.013799,0.012319,10.729834
106,4,0.016222,0.014481,10.729746
106,5,0.017057,0.015227,10.729687
106,6,0.016222,0.014481,10.729648
106,7,0.013799,0.012319,10.729622
106,8,0.010026,0.008950,10.729606
106,9,0.005271,0.004705,10.729597
106,10,0.000000,0.000000,0.000000
107,0,0.000000,0.000000,0.000000
107,1,0.005072,0.004523,10.825708
107,2,0.009648,0.008604,10.825518
107,3,0.013279,0.011842,10.825384
107,4,0.015611,0.013921,10.825293
107,5,0.016414,0.014637,10.825232
107,6,0.015611,0.013921,10.825191
107,7,0.013279,0.011842,10.825164
107,8,0.009648,0.008604,10.825147
107,9,0.005072,0.004523,10.825138
107,10,0.000000,0.000000,0.000000
108,0,0.000000,0.000000,0.000000
108,1,0.004881,0.004348,10.921169
108,2,0.009284,0.008270,10.920972
108,3,0.012779,0.011383,10.920833
108,4,0.015022,0.013382,10.920738
108,5,0.015796,0.014071,10.920675
108,6,0.015022,0.013382,10.920632
108,7,0.012779,0.011383,10.920604
108,8,0.009284,0.008270,10.920586
108,9,0.004881,0.004348,10.920577
108,10,0.000000,0.000000,0.000000
109,0,0.000000,0.000000,0.000000
109,1,0.004697,0.004180,11.016529
109,2,0.008935,0.007950,11.016324
109,3,0.012297,0.010943,11.016180
109,4,0.014456,0.012864,11.016082
109,5,0.015200,0.013526,11.016016
109,6,0.014456,0.012864,11.015972
109,7,0.012297,0.010943,11.015942
109,8,0.008935,0.007950,11.015924
109,9,0.004697,0.004180,11.015914
109,10,0.000000,0.000000,0.000000
110,0,0.000000,0.000000,0.000000
110,1,0.004520,0.004018,11.111789
110,2,0.008598,0.007643,11.111576
110,3,0.011834,0.010519,11.111426
110,4,0.013912,0.012366,11.111324
110,5,0.014628,0.013002,11.111255
110,6,0.013912,0.012366,11.111209
110,7,0.011834,0.010519,11.111179
110,8,0.008598,0.007643,11.111160
110,9,0.004520,0.004018,11.111149
110,10,0.000000,0.000000,0.000000
111,0,0.000000,0.000000,0.000000
111,1,0.004350,0.003862,11.206948
111,2,0.008274,0.007347,11.206726
111,3,0.011388,0.010112,11.206571
111,4,0.013388,0.011887,11.206465
111,5,0.014076,0.012499,11.206393
111,6,0.013388,0.011887,11.206346
111,7,0.011388,0.010112,11.206314
111,8,0.008274,0.007347,11.206294
111,9,0.004350,0.003862,11.206283
111,10,0.000000,0.000000,0.000000
112,0,0.000000,0.000000,0.000000
112,1,0.004186,0.003713,11.302006
112,2,0.007962,0.007062,11.301776
112,3,0.010959,0.009721,11.301614
112,4,0.012883,0.011427,11.301504
112,5,0.013546,0.012015,11.301430
112,6,0.012883,0.011427,11.301380
112,7,0.010959,0.009721,11.301348
112,8,0.007962,0.007062,11.301327
112,9,0.004186,0.003713,11.301316
112,10,0.000000,0.000000,0.000000
113,0,0.000000,0.000000,0.000000
113,1,0.004028,0.003569,11.396963
113,2,0.007662,0.006789,11.396725
113,3,0.010546,0.009344,11.396557
113,4,0.012398,0.010985,11.396442
113,5,0.013036,0.011550,11.396365
113,6,0.012398,0.010985,11.396314
113,7,0.010546,0.009344,11.396280
113,8,0.007662,0.006789,11.396259
113,9,0.004028,0.003569,11.396247
113,10,0.000000,0.000000,0.000000
114,0,0.000000,0.000000,0.000000
114,1,0.003876,0.003431,11.491821
114,2,0.007374,0.006526,11.491573
114,3,0.010149,0.008983,11.491399
114,4,0.011931,0.010560,11.491280
114,5,0.012545,0.011103,11.491200
114,6,0.011931,0.010560,11.491146
114,7,0.010149,0.008983,11.491111
114,8,0.007373,0.006526,11.491089
114,9,0.003876,0.003431,11.491077
114,10,0.000000,0.000000,0.000000
115,0,0.000000,0.000000,0.000000
115,1,0.003730,0.003298,11.586578
115,2,0.007096,0.006274,11.586321
115,3,0.009766,0.008635,11.586140
115,4,0.011481,0.010151,11.586016
115,5,0.012072,0.010673,11.585933
115,6,0.011481,0.010151,11.585878
115,7,0.009766,0.008635,11.585841
115,8,0.007096,0.006274,11.585818
115,9,0.003730,0.003298,11.585805
115,10,0.000000,0.000000,0.000000
116,0,0.000000,0.000000,0.000000
116,1,0.003590,0.003171,11.681236
116,2,0.006828,0.006031,11.680968
116,3,0.009398,0.008301,11.680780
116,4,0.011048,0.009758,11.680652
116,5,0.011617,0.010260,11.680566
116,6,0.011048,0.009758,11.680508
116,7,0.009398,0.008301,11.680470
116,8,0.006828,0.006031,11.680446
116,9,0.003590,0.003171,11.680433
116,10,0.000000,0.000000,0.000000
117,0,0.000000,0.000000,0.000000
117,1,0.003455,0.003048,11.775794
117,2,0.006571,0.005797,11.775516
117,3,0.009044,0.007979,11.775320
117,4,0.010632,0.009380,11.775187
117,5,0.011179,0.009863,11.775098
117,6,0.010632,0.009380,11.775038
117,7,0.009044,0.007979,11.774998
117,8,0.006571,0.005797,11.774973
117,9,0.003455,0.003048,11.774959
117,10,0.000000,0.000000,0.000000
118,0,0.000000,0.000000,0.000000
118,1,0.003324,0.002930,11.870252
118,2,0.006323,0.005573,11.869963
118,3,0.008703,0.007670,11.869760
118,4,0.010232,0.009017,11.869622
118,5,0.010758,0.009481,11.869529
118,6,0.010232,0.009017,11.869467
118,7,0.008703,0.007670,11.869426
118,8,0.006323,0.005573,11.869400
118,9,0.003324,0.002930,11.869385
118,10,0.000000,0.000000,0.000000
119,0,0.000000,0.000000,0.000000
119,1,0.003199,0.002816,11.964610
119,2,0.006085,0.005357,11.964311
119,3,0.008376,0.007373,11.964100
119,4,0.009846,0.008668,11.963956
119,5,0.010353,0.009114,11.963860
119,6,0.009846,0.008668,11.963795
119,7,0.008375,0.007373,11.963752
119,8,0.006085,0.005357,11.963726
119,9,0.003199,0.002816,11.963711
119,10,0.000000,0.000000,0.000000
120,0,0.000000,0.000000,0.000000
120,1,0.003079,0.002707,12.058870
120,2,0.005856,0.005150,12.058559
120,3,0.008060,0.007088,12.058340
120,4,0.009475,0.008332,12.058191
120,5,0.009963,0.008761,12.058090
120,6,0.009475,0.008332,12.058023
120,7,0.008060,0.007088,12.057979
120,8,0.005856,0.005150,12.057951
120,9,0.003079,0.002707,12.057936
120,10,0.000000,0.000000,0.000000
121,0,0.000000,0.000000,0.000000
121,1,0.002963,0.002603,12.153030
121,2,0.005635,0.004950,12.152707
121,3,0.007756,0.006814,12.152480
121,4,0.009118,0.008010,12.152325
121,5,0.009587,0.008422,12.152221
121,6,0.009118,0.008010,12.152151
121,7,0.007756,0.006814,12.152105
121,8,0.005635,0.004950,12.152076
121,9,0.002963,0.002603,12.152060
121,10,0.000000,0.000000,0.000000
122,0,0.000000,0.000000,0.000000
122,1,0.002851,0.002502,12.247092
122,2,0.005423,0.004759,12.246756
122,3,0.007464,0.006550,12.246520
122,4,0.008774,0.007700,12.246359
122,5,0.009226,0.008096,12.246251
122,6,0.008774,0.007700,12.246178
122,7,0.007464,0.006550,12.246131
122,8,0.005423,0.004759,12.246101
122,9,0.002851,0.002502,12.246084
122,10,0.000000,0.000000,0.000000
123,0,0.000000,0.000000,0.000000
123,1,0.002744,0.002405,12.341054
123,2,0.005219,0.004575,12.340706
123,3,0.007183,0.006296,12.340461
123,4,0.008444,0.007402,12.340294
123,5,0.008878,0.007783,12.340181
123,6,0.008444,0.007402,12.340106
123,7,0.007183,0.006296,12.340056
123,8,0.005219,0.004575,12.340025
123,9,0.002744,0.002405,12.340008
123,10,0.000000,0.000000,0.000000
124,0,0.000000,0.000000,0.000000
124,1,0.002640,0.002312,12.434919
124,2,0.005022,0.004398,12.434557
124,3,0.006912,0.006053,12.434302
124,4,0.008126,0.007115,12.434129
124,5,0.008544,0.007481,12.434012
124,6,0.008126,0.007115,12.433934
124,7,0.006912,0.006053,12.433882
124,8,0.005022,0.004398,12.433850
124,9,0.002640,0.002312,12.433832
124,10,0.000000,0.000000,0.000000
125,0,0.000000,0.000000,0.000000
125,1,0.002541,0.002222,12.528685
125,2,0.004833,0.004227,12.528309
125,3,0.006652,0.005818,12.528044
125,4,0.007820,0.006840,12.527864
125,5,0.008222,0.007192,12.527743
125,6,0.007819,0.006840,12.527662
125,7,0.006652,0.005818,12.527608
125,8,0.004833,0.004227,12.527575
125,9,0.002541,0.002222,12.527556
125,10,0.000000,0.000000,0.000000
126,0,0.000000,0.000000,0.000000
126,1,0.002445,0.002136,12.622352
126,2,0.004651,0.004064,12.621962
126,3,0.006401,0.005593,12.621688
126,4,0.007525,0.006575,12.621500
126,5,0.007912,0.006913,12.621374
126,6,0.007525,0.006575,12.621290
126,7,0.006401,0.005593,12.621235
126,8,0.004651,0.004064,12.621200
126,9,0.002445,0.002136,12.621180
126,10,0.000000,0.000000,0.000000
127,0,0.000000,0.000000,0.000000
127,1,0.002353,0.002054,12.715922
127,2,0.004475,0.003906,12.715517
127,3,0.006160,0.005377,12.715232
127,4,0.007241,0.006321,12.715037
127,5,0.007614,0.006646,12.714907
127,6,0.007241,0.006321,12.714819
127,7,0.006160,0.005377,12.714761
127,8,0.004475,0.003906,12.714725
127,9,0.002353,0.002054,12.714705
127,10,0.000000,0.000000,0.000000
128,0,0.000000,0.000000,0.000000
128,1,0.002264,0.001974,12.809394
128,2,0.004307,0.003755,12.808973
128,3,0.005928,0.005168,12.808677
128,4,0.006968,0.006076,12.808475
128,5,0.007327,0.006389,12.808339
128,6,0.006968,0.006076,12.808248
128,7,0.005928,0.005168,12.808188
128,8,0.004307,0.003755,12.808151
128,9,0.002264,0.001974,12.808130
128,10,0.000000,0.000000,0.000000
129,0,0.000000,0.000000,0.000000
129,1,0.002179,0.001898,12.902768
129,2,0.004145,0.003610,12.902331
129,3,0.005704,0.004968,12.902024
129,4,0.006706,0.005841,12.901814
129,5,0.007051,0.006141,12.901673
129,6,0.006706,0.005841,12.901579
129,7,0.005704,0.004968,12.901516
129,8,0.004144,0.003610,12.901477
129,9,0.002179,0.001898,12.901456
129,10,0.000000,0.000000,0.000000
130,0,0.000000,0.000000,0.000000
130,1,0.002097,0.001824,12.996045
130,2,0.003988,0.003470,12.995591
130,3,0.005489,0.004776,12.995272
130,4,0.006453,0.005615,12.995055
130,5,0.006785,0.005904,12.994908
130,6,0.006453,0.005615,12.994810
130,7,0.005489,0.004776,12.994745
130,8,0.003988,0.003470,12.994705
130,9,0.002097,0.001824,12.994682
130,10,0.000000,0.000000,0.000000
131,0,0.000000,0.000000,0.000000
131,1,0.002018,0.001754,13.089224
131,2,0.003838,0.003336,13.088753
131,3,0.005283,0.004591,13.088422
131,4,0.006210,0.005397,13.088196
131,5,0.006530,0.005675,13.088044
131,6,0.006210,0.005397,13.087942
131,7,0.005283,0.004591,13.087875
131,8,0.003838,0.003336,13.087833
131,9,0.002018,0.001754,13.087809
131,10,0.000000,0.000000,0.000000
132,0,0.000000,0.000000,0.000000
132,1,0.001942,0.001686,13.182307
132,2,0.003693,0.003207,13.181818
132,3,0.005084,0.004414,13.181474
132,4,0.005976,0.005188,13.181239
132,5,0.006284,0.005455,13.181081
132,6,0.005976,0.005188,13.180975
132,7,0.005084,0.004414,13.180906
132,8,0.003693,0.003207,13.180862
132,9,0.001942,0.001686,13.180838
132,10,0.000000,0.000000,0.000000
133,0,0.000000,0.000000,0.000000
133,1,0.001869,0.001621,13.275293
133,2,0.003554,0.003082,13.274785
133,3,0.004892,0.004243,13.274428
133,4,0.005751,0.004988,13.274184
133,5,0.006047,0.005244,13.274020
133,6,0.005751,0.004988,13.273910
133,7,0.004892,0.004243,13.273838
